PDF_Page,Page_Num,Item_Num,On_Web,Artist_Name,Artist_Info,Desc_Num,Description,Title_  Modifier,Handwritten_Notes,Genre,Subject,Object_Type,Material,Dimensions,Image,Notes,Date_of_Sale,Verbatim_Seller,Estimated _Price,Starting _Price,Frame _Price,Selling _Price,Currency,Verbatim_Buyer,Transaction,Main Heading
139,139,29,NO,Jan van Goyen,Dutch School,29,"Born at Leyden, January 13, 1596; died at The Hague, 1656. Became pupil of Esaias Van de Velde, in Haarlem, about 1616. He made a tour through France in 7161 8. Settled in Leyden, and married in 1631. Removed to The Hague, where, in 1640, he was president of the Guild.  The date, 1657, on the picture which he left unfinished at the time of his death was  added by his son-in-law, Jan Steen, who painted in the figures. ",,,,,,,,,,1910/04/05,,,,,,,,,Paintings by Old Masters
140,140,29a,YES,Jan van Goyen,,29a.,"On The River"" A quiet Stream running through a landscape and crossed by a rustic bridge  is here shown. To the right is an old cottage with a colossal tree standing be-  side it. A man is fishing near by, and a woman stands watching him. A short  distance away two men in a boat are making preparation to cast their net, and  still others are rowing in the distance. Cut off at the corners so as to fit a  round frame.  Signed on the bridge abutment: "" V. G., 1653.""  Panel, circle, 15,5 in. diameter.  Purchased from J. & A. Le Roy, Bruxelles, 1890. ",,,Landscape,,Painting,Wood,,,,1910/04/05,,,,,,,,,Paintings by Old Masters
144,144,30,YES,Jan van Goyen,,30,"Village On The River"" The river fills the entire foreground of the picture. To the left in the fore-  ground are two boats, one of which, evidently a ferry-boat, is laden with people  and a pair of horses with a wagon. Two rowboats are in the stream. Four  cows are on the bank to the left, and a milkmaid sits beside one of them. On  the other bank of the stream is the village, with a church, the spire of which  rises above the trees and the houses. To the left in the background are boats  proceeding down the river.  Signed on the bank of river to the right of centre : ""J. V. G.""  Panel, 28 in. long by 18 in. high. ",,,,,Painting,Wood,28 in long x 18 in high,,,1910/04/05,,,,,,,,,Paintings by Old Masters
148,148,31,YES,Jan van Goyen,,31,"""Landscape By The River"" A small bridge spans a. part ot the stream which runs under it towards a. house on the right. Trees overhang the bridge, and a barn or storehouse stands at  the end of it. A small boat with two men in it is lying against the bank. In  the distance to the left is another house partly hidden by the trees, and there  are two boats in the riv^er with some men standing on the bank beside them.  Signed on the right-hand side of the bridge: ""V. G., 1638.""  Panel, 17 in. long by 12 in. high. ",,,Landscape,,Painting,Wood,17 in long x 12 in high,,,1910/04/05,,,,,,,,,Paintings by Old Masters
151,151,32,NO,Jean Baptiste Greuze,French School,32,"Born at Tournus, near Macon, in Burgundy, August ai, 1725; died in Paris, March 21, 1805. Pupil of his maternal grandfather, Grandon of Lyons. Also studied in the Academy at Paris. He amassed a large fortune only to lose it. ",,,,,,,,,,1910/04/05,,,,,,,,,Paintings by Old Masters
152,152,32a,YES,Jean Baptiste Greuze,,32a.,"""Reverie"" A young girl is shown sitting at a small table, supporting her head with her  left hand. A quill pen and letter are lying beside her. A blue ribbon is around  her head, and her hair falls to the front over her shoulders and right arm. She  wears a light white garment, which falls unrestrained across her bosom.  From the collection of the Duchess ot Penthievre ; from the family of the  Due de Montebello ; and later from the collection of Count Daupias.  Canvas, 20 in. long by 24 in. high.  Later from the collection of the Duke of Mornv.  Purchased from Charles Sedelmeyer, Paris, 1890. ",,,,,Painting,Canvas,20 in long x 24 in high,,,1910/04/05,,,,,,,,,Paintings by Old Masters
155,155,33,NO,Francesco Guardi,Venetian School,33,"Born in Venice 1712 ; died 1793. Architect and landscape painter ; pupil of Canaletto, whom he succeeded in surpassing. While hardly as precise in perspective detail, his work  shows much more readily the hand of a master than Canaletto's. ",,,Landscape,,,,,,,1910/04/05,,,,,,,,,Paintings by Old Masters
156,156,33a,YES,Francesco Guardi,,33a.,"""Grand Canal At Venice"" The scene is the Grand Canal at Venice. Many gondolas and boats with mer-  chandise cover the portion of the canal which fills the foreground. The houses,  so varied in architecture, that line the Grand Canal are to be seen at right  and left. In the distance, a little to the right of the centre, may be seen the  spire of a church, while in the central background is the Rialto, crossing the  canal.  Panel, 34,75 in. long by 25,25 in. high. ",,,,,Painting,Wood,"34,75 in long x 25,25 in high",,,1910/04/05,,,,,,,,,Paintings by Old Masters
160,160,34,YES,Francesco Guardi,,34,"""Wedding Of The Doge"" In this picture the Nova Fondamenta is shown with a large number of regal  looking barges and represents a fete day. Two large buildings (one a church)  are seen near a bridge which crosses a small canal. A number of houses to  the left in the far distance. The stern of a large barge is seen in the fore-  ground to the left. Another large barge is moored in front of one of the  covered passageways leading from the water side to the church door.  Panel, 18 in. long by 15 in. high. ",,,,,Painting,Wood,18 in long x 15 in high,,,1910/04/05,,,,,,,,,Paintings by Old Masters
163,163,35,NO,Frans Hals,Dutch School,35,"Born in Antwerp, 1584; died in Haarlem, August 26, 1666, Dutch school; pupil of Karel van Mander. A founder of the national style and a portrait painter to be ranked  with the greatest masters. He excited the admiration of Van Dyck and other painters.  In 1664 he was reduced to sheer want, and was supported by the municipality and  pensioned. ",,,Portrait,,,,,,,1910/04/05,,,,,,,,,Paintings by Old Masters
164,164,35a,YES,Frans Hals,,35a.,"""Portrait Of A Woman"" An old lady in a black silk dress with embroidered waist is shown sitting in a  high-backed chair. She wears a stiff white ruff (which was common to the  period in which the artist lived and flourished), and also the conventional cap.  In her left hand she holds a book. The hand shows signs of rheumatism,  which was very prevalent among the Hollanders in ancient times. The back  of the chair is ornamented at each corner with lions' heads. Just above the  corner of the chair, to the left, is the inscription : - ^TAT SVAE 56 AN-o 1535  Canvas, 35,5 in. long by 45 in. high Purchased from Charles Shiff, Paris, 1893. ",,,Portrait,,Painting,Canvas,"35,5 in long x 45 in high",,,1910/04/05,,,,,,,,,Paintings by Old Masters
168,168,36,YES,Frans Hals,,36,"""The Singers"" The head and shoulders of a boy and halt length of a girl are shown in the  picture. The children are singing, the boy looking up and smiling and the girl  looking down at the music which the boy holds in his two hands and which  she supports with her left hand. Her right hand is placed gently upon his  shoulder, A brown jug hangs on the wall at the upper left-hand corner.  Signed to the left of the centre on wall : "" F. H.""  From the sale of Coupry-Dupri, Paris, 181 i. From the collection of S. A. S.  Monseigneur le Due d'Arenberg.  Canvas, 25 in. long by 28 in. high- ",,,,,Painting,Canvas,25 in long x 28 in high,,,1910/04/05,,,,,,,,,Paintings by Old Masters
172,172,37,YES,Frans Hals,,37,"""The Violin Player A little boy, wearing a fur cap, is playing a violin. He has a black jacket,  under which is a red waistcoat and a white frilled shirt. His face is turned  upward, and his eyes, cast to the left, look in the same direction. He is  singing, and his face betokens with great power the feeling which is thrown  into his actions.  Signed on the left in monogram : "" F. H.""  Panel, diamond-shape, 7,5 side. ",,,,,Painting,Wood,,,,1910/04/05,,,,,,,,,Paintings by Old Masters
176,176,38,YES,Frans Hals,,38,"""The Singing Girl"" A young girl with high forehead and black hair, ornamented with a narrow  ribbon, is holding a book in her left hand, while her right is upraised as  though keeping time. She is singing, and intently watching the pages of her  book. A yellow dress is seen at the shoulders, also a part of a green bodice  which she wears over a white frilled chemisette.  Signed to the right in monogram : "" F. H.""  Panel, diamond-shape, 7,5 in. each side. ",,,,,Painting,Wood,,,,1910/04/05,,,,,,,,,Paintings by Old Masters
179,179,39,NO,George Henry Harlow,English School,39,"Born in London June 10, 1787; died there February 4, 1819. Portrait painter and pupil of De Cort Drummond and Sir Thomas Lawrence. First exhibited at the Royal  Academy in 1805. In 18 18 he visited Rome, was introduced to the Pope by Canova,  and through him made a member of the Academy of St. Luke. ",,,Portrait,,,,,,,1910/04/05,,,,,,,,,Paintings by Old Masters
180,180,39a,YES,George Henry Harlow,,39a.,"""Portrait Of A Boy"" The Doy sits on a chair with his hands folded in his lap, his left hand grasping  his right thumb. He is a rosy-cheeked little fellow with black eyes full of  mischief, and looks as though he had but little interest in posing for his por-  trait. He wears a little ruffle around his neck, and his clothes are of a dark  brown color.  Canvas, 25 in. long by 30 in. high. ",,,Portrait,,Painting,Canvas,25 in long x 30 in high,,,1910/04/05,,,,,,,,,Paintings by Old Masters
183,183,40,NO,Jan van Der Heyden,Dutch School ,40,"Born at Gorinchem, in 1637; died in Amsterdam, September 28, 1712. His forte was architecture and landscape painting. Views of buildings show a feeling for the pic-  turesque, warm and transparent tone, accurate perspective, and fine touch. Ranks first  among those who represented exteriors of buildings. His figures were generally painted  by Adriaen van de Velde, Eglon van der Neer, and Lingelbach. ",,,Landscape,,,,,,,1910/04/05,,,,,,,,,Paintings by Old Masters
184,184,40a,YES,Jan van Der Heyden,,40a.,"""Market Day In Rotterdam"" The scene is located in a broad street. The rear of a church, surrounded by a  wall, is shown to the left. Against the wall are several figures - there are a  great number in the picture - all painted by Adriaen van de Velde. Conspicu-  ous among the figures is a blind man receiving alms from a woman and a lit-  tle child. Further on is a large pump, from which a woman has just been  drawing water. At the end of the wall, on a small platform, a man is talking  to a crowd of people, while a boy beside him attracts attention by beating a  drum. On the left side of the street are women with vegetables and wares  of various kinds, which they offer for sale. In the distance are throngs of  people.  Collection Count Soltikof.  Signed in lower left-hand corner: ""V. Heyden.""  Canvas, 20,5 in. long by 17 in. high. ",,,,,Painting,Canvas,"20,5 in long x 17 in high",,,1910/04/05,,,,,,,,,Paintings by Old Masters
188,188,41,YES,Jan van Der Heyden,,41,"The Village"" A group of thatched cottages is here presented. In the doorway of one of  them an old woman stands gazing on the quiet scene before her. To the left,  near an open gateway, a peasant girl is conversing. In the foreground a stream  of water is shown in which ducks are swimming, while on the banks chickens  are wandering contentedly about. Perched on the top of a pole is a dove  house. To the right is an old shed. In front of it stands the stump of a tree,  and a wooden bench rests at the edge of the water. The sky is overcast with  grayish white clouds, and joins the background. In the distance the spire of a  church is shown.  Signed at the right, on one of the boards of the old house : "" V. Heyden.""  Canvas, 22,5 in. long by 18,5 in high",,,,,Painting,Canvas,"22,5 in long x 18,5 in high",,,1910/04/05,,,,,,,,,Paintings by Old Masters
192,192,42,YES,Jan van Der Heyden,,42,"""The Old House"" A portion of an old brick house with a tiled roof is represented on the right  of the picture. A woman stands in the doorway, and there are several figures  both in the foreground and in the distance. Two large trees are in the centre,  and to the left is open country. Signed (name indistinct), 1668.  Panel, 13 in. long by 9 in. high. ",,,,,Painting,Wood,13 in long x 9 in high,,,1910/04/05,,,,,,,,,Paintings by Old Masters
